timestamp,bridge,entries_count,mac,port,vlan,age,note
2026-09-02T16:20:08,B1,2,aa:aa:aa:22:22:22,2,0,19,
2026-09-02T16:20:08,B1,2,aa:aa:aa:11:11:11,1,0,10,
2026-09-02T16:20:08,B2,2,aa:aa:aa:22:22:22,1,0,19,
2026-09-02T16:20:08,B2,2,aa:aa:aa:11:11:11,2,0,19,
2026-09-02T16:20:08,B3,1,aa:aa:aa:11:11:11,3,0,25,
2026-09-02T16:20:09,B1,2,aa:aa:aa:11:11:11,1,0,0,
2026-09-02T16:20:09,B1,2,aa:aa:aa:22:22:22,2,0,0,
2026-09-02T16:20:09,B2,2,aa:aa:aa:11:11:11,2,0,0,
2026-09-02T16:20:09,B2,2,aa:aa:aa:22:22:22,1,0,0,
2026-09-02T16:20:09,B3,1,aa:aa:aa:11:11:11,3,0,26,
2026-09-02T16:20:11,B1,2,aa:aa:aa:11:11:11,1,0,0,
2026-09-02T16:20:11,B1,2,aa:aa:aa:22:22:22,2,0,0,
2026-09-02T16:20:11,B2,2,aa:aa:aa:22:22:22,1,0,1,
2026-09-02T16:20:11,B2,2,aa:aa:aa:11:11:11,2,0,1,
2026-09-02T16:20:11,B3,1,aa:aa:aa:11:11:11,3,0,28,
2026-09-02T16:20:12,B1,2,aa:aa:aa:11:11:11,1,0,1,
2026-09-02T16:20:12,B1,2,aa:aa:aa:22:22:22,2,0,1,
2026-09-02T16:20:12,B2,2,aa:aa:aa:22:22:22,1,0,1,
2026-09-02T16:20:12,B2,2,aa:aa:aa:11:11:11,2,0,1,
2026-09-02T16:20:12,B3,1,aa:aa:aa:11:11:11,3,0,29,
2026-09-02T16:20:13,B1,2,aa:aa:aa:11:11:11,1,0,2,
2026-09-02T16:20:13,B1,2,aa:aa:aa:22:22:22,2,0,2,
2026-09-02T16:20:13,B2,2,aa:aa:aa:22:22:22,1,0,2,
2026-09-02T16:20:13,B2,2,aa:aa:aa:11:11:11,2,0,2,
2026-09-02T16:20:13,B3,1,aa:aa:aa:11:11:11,3,0,30,
2026-09-02T16:20:14,B1,2,aa:aa:aa:11:11:11,1,0,3,
2026-09-02T16:20:14,B1,2,aa:aa:aa:22:22:22,2,0,3,
2026-09-02T16:20:14,B2,2,aa:aa:aa:22:22:22,1,0,3,
2026-09-02T16:20:14,B2,2,aa:aa:aa:11:11:11,2,0,3,
2026-09-02T16:20:14,B3,1,aa:aa:aa:11:11:11,3,0,31,
2026-09-02T16:20:15,B1,2,aa:aa:aa:11:11:11,1,0,4,
2026-09-02T16:20:15,B1,2,aa:aa:aa:22:22:22,2,0,4,
2026-09-02T16:20:15,B2,2,aa:aa:aa:22:22:22,1,0,4,
2026-09-02T16:20:15,B2,2,aa:aa:aa:11:11:11,2,0,4,
2026-09-02T16:20:15,B3,1,aa:aa:aa:11:11:11,3,0,32,
2026-09-02T16:20:16,B1,2,aa:aa:aa:11:11:11,1,0,5,
2026-09-02T16:20:16,B1,2,aa:aa:aa:22:22:22,2,0,5,
2026-09-02T16:20:16,B2,2,aa:aa:aa:22:22:22,1,0,5,
2026-09-02T16:20:16,B2,2,aa:aa:aa:11:11:11,2,0,5,
2026-09-02T16:20:16,B3,1,aa:aa:aa:11:11:11,3,0,33,
2026-09-02T16:20:17,B1,2,aa:aa:aa:11:11:11,1,0,6,
2026-09-02T16:20:17,B1,2,aa:aa:aa:22:22:22,2,0,6,
2026-09-02T16:20:17,B2,2,aa:aa:aa:22:22:22,1,0,6,
2026-09-02T16:20:17,B2,2,aa:aa:aa:11:11:11,2,0,6,
2026-09-02T16:20:17,B3,1,aa:aa:aa:11:11:11,3,0,34,
2026-09-02T16:20:18,B1,2,aa:aa:aa:11:11:11,1,0,7,
2026-09-02T16:20:18,B1,2,aa:aa:aa:22:22:22,2,0,7,
2026-09-02T16:20:18,B2,2,aa:aa:aa:22:22:22,1,0,7,
2026-09-02T16:20:18,B2,2,aa:aa:aa:11:11:11,2,0,7,
2026-09-02T16:20:18,B3,1,aa:aa:aa:11:11:11,3,0,36,
2026-09-02T16:20:20,B1,2,aa:aa:aa:11:11:11,1,0,9,
2026-09-02T16:20:20,B1,2,aa:aa:aa:22:22:22,2,0,9,
2026-09-02T16:20:20,B2,2,aa:aa:aa:22:22:22,1,0,9,
2026-09-02T16:20:20,B2,2,aa:aa:aa:11:11:11,2,0,9,
2026-09-02T16:20:20,B3,1,aa:aa:aa:11:11:11,3,0,37,
2026-09-02T16:20:21,B1,2,aa:aa:aa:11:11:11,1,0,10,
2026-09-02T16:20:21,B1,2,aa:aa:aa:22:22:22,2,0,10,
2026-09-02T16:20:21,B2,2,aa:aa:aa:22:22:22,1,0,10,
2026-09-02T16:20:21,B2,2,aa:aa:aa:11:11:11,2,0,10,
2026-09-02T16:20:21,B3,1,aa:aa:aa:11:11:11,3,0,38,
2026-09-02T16:20:22,B1,2,aa:aa:aa:11:11:11,1,0,11,
2026-09-02T16:20:22,B1,2,aa:aa:aa:22:22:22,2,0,11,
2026-09-02T16:20:22,B2,2,aa:aa:aa:22:22:22,1,0,11,
2026-09-02T16:20:22,B2,2,aa:aa:aa:11:11:11,2,0,11,
2026-09-02T16:20:22,B3,1,aa:aa:aa:11:11:11,3,0,39,
2026-09-02T16:20:23,B1,2,aa:aa:aa:11:11:11,1,0,12,
2026-09-02T16:20:23,B1,2,aa:aa:aa:22:22:22,2,0,12,
2026-09-02T16:20:23,B2,2,aa:aa:aa:22:22:22,1,0,12,
2026-09-02T16:20:23,B2,2,aa:aa:aa:11:11:11,2,0,12,
2026-09-02T16:20:23,B3,1,aa:aa:aa:11:11:11,3,0,40,
2026-09-02T16:20:24,B1,2,aa:aa:aa:11:11:11,1,0,13,
2026-09-02T16:20:24,B1,2,aa:aa:aa:22:22:22,2,0,13,
2026-09-02T16:20:24,B2,2,aa:aa:aa:22:22:22,1,0,13,
2026-09-02T16:20:24,B2,2,aa:aa:aa:11:11:11,2,0,13,
2026-09-02T16:20:24,B3,1,aa:aa:aa:11:11:11,3,0,41,
2026-09-02T16:20:25,B1,2,aa:aa:aa:11:11:11,1,0,14,
2026-09-02T16:20:25,B1,2,aa:aa:aa:22:22:22,2,0,14,
2026-09-02T16:20:25,B2,2,aa:aa:aa:22:22:22,1,0,14,
2026-09-02T16:20:25,B2,2,aa:aa:aa:11:11:11,2,0,14,
2026-09-02T16:20:25,B3,1,aa:aa:aa:11:11:11,3,0,42,
2026-09-02T16:20:26,B1,2,aa:aa:aa:11:11:11,1,0,15,
2026-09-02T16:20:26,B1,2,aa:aa:aa:22:22:22,2,0,15,
2026-09-02T16:20:26,B2,2,aa:aa:aa:22:22:22,1,0,15,
2026-09-02T16:20:26,B2,2,aa:aa:aa:11:11:11,2,0,15,
2026-09-02T16:20:26,B3,1,aa:aa:aa:11:11:11,3,0,44,
2026-09-02T16:20:28,B1,2,aa:aa:aa:11:11:11,1,0,17,
2026-09-02T16:20:28,B1,2,aa:aa:aa:22:22:22,2,0,17,
2026-09-02T16:20:28,B2,2,aa:aa:aa:22:22:22,1,0,17,
2026-09-02T16:20:28,B2,2,aa:aa:aa:11:11:11,2,0,17,
2026-09-02T16:20:28,B3,1,aa:aa:aa:11:11:11,3,0,45,
2026-09-02T16:20:29,B1,2,aa:aa:aa:11:11:11,1,0,18,
2026-09-02T16:20:29,B1,2,aa:aa:aa:22:22:22,2,0,18,
2026-09-02T16:20:29,B2,2,aa:aa:aa:22:22:22,1,0,18,
2026-09-02T16:20:29,B2,2,aa:aa:aa:11:11:11,2,0,18,
2026-09-02T16:20:29,B3,1,aa:aa:aa:11:11:11,3,0,46,
2026-09-02T16:20:30,B1,2,aa:aa:aa:11:11:11,1,0,19,
2026-09-02T16:20:30,B1,2,aa:aa:aa:22:22:22,2,0,19,
2026-09-02T16:20:30,B2,2,aa:aa:aa:22:22:22,1,0,19,
2026-09-02T16:20:30,B2,2,aa:aa:aa:11:11:11,2,0,19,
2026-09-02T16:20:30,B3,1,aa:aa:aa:11:11:11,3,0,47,
2026-09-02T16:20:31,B1,2,aa:aa:aa:11:11:11,1,0,20,
2026-09-02T16:20:31,B1,2,aa:aa:aa:22:22:22,2,0,20,
2026-09-02T16:20:31,B2,2,aa:aa:aa:22:22:22,1,0,20,
2026-09-02T16:20:31,B2,2,aa:aa:aa:11:11:11,2,0,20,
2026-09-02T16:20:31,B3,1,aa:aa:aa:11:11:11,3,0,48,
2026-09-02T16:20:32,B1,2,aa:aa:aa:11:11:11,1,0,21,
2026-09-02T16:20:32,B1,2,aa:aa:aa:22:22:22,2,0,21,
2026-09-02T16:20:32,B2,2,aa:aa:aa:22:22:22,1,0,21,
2026-09-02T16:20:32,B2,2,aa:aa:aa:11:11:11,2,0,21,
2026-09-02T16:20:32,B3,1,aa:aa:aa:11:11:11,3,0,49,
2026-09-02T16:20:33,B1,2,aa:aa:aa:11:11:11,1,0,22,
2026-09-02T16:20:33,B1,2,aa:aa:aa:22:22:22,2,0,22,
2026-09-02T16:20:33,B2,2,aa:aa:aa:22:22:22,1,0,22,
2026-09-02T16:20:33,B2,2,aa:aa:aa:11:11:11,2,0,22,
2026-09-02T16:20:33,B3,1,aa:aa:aa:11:11:11,3,0,50,
2026-09-02T16:20:34,B1,2,aa:aa:aa:11:11:11,1,0,23,
2026-09-02T16:20:34,B1,2,aa:aa:aa:22:22:22,2,0,23,
2026-09-02T16:20:34,B2,2,aa:aa:aa:22:22:22,1,0,23,
2026-09-02T16:20:34,B2,2,aa:aa:aa:11:11:11,2,0,23,
2026-09-02T16:20:34,B3,1,aa:aa:aa:11:11:11,3,0,52,
2026-09-02T16:20:36,B1,2,aa:aa:aa:11:11:11,1,0,25,
2026-09-02T16:20:36,B1,2,aa:aa:aa:22:22:22,2,0,25,
2026-09-02T16:20:36,B2,2,aa:aa:aa:22:22:22,1,0,25,
2026-09-02T16:20:36,B2,2,aa:aa:aa:11:11:11,2,0,25,
2026-09-02T16:20:36,B3,1,aa:aa:aa:11:11:11,3,0,53,
2026-09-02T16:20:37,B1,2,aa:aa:aa:11:11:11,1,0,26,
2026-09-02T16:20:37,B1,2,aa:aa:aa:22:22:22,2,0,26,
2026-09-02T16:20:37,B2,2,aa:aa:aa:22:22:22,1,0,26,
2026-09-02T16:20:37,B2,2,aa:aa:aa:11:11:11,2,0,26,
2026-09-02T16:20:37,B3,1,aa:aa:aa:11:11:11,3,0,54,
2026-09-02T16:20:38,B1,2,aa:aa:aa:11:11:11,1,0,27,
2026-09-02T16:20:38,B1,2,aa:aa:aa:22:22:22,2,0,27,
2026-09-02T16:20:38,B2,2,aa:aa:aa:22:22:22,1,0,27,
2026-09-02T16:20:38,B2,2,aa:aa:aa:11:11:11,2,0,27,
2026-09-02T16:20:38,B3,1,aa:aa:aa:11:11:11,3,0,55,
